5292794,4.08E+12,SNS 2 SISTEMA INTEGRADO DE SAUDE LTDA,SNS SAUDE,RUA CARDOSO DE CASTRO,273,,ANCHIETA,21630080,2133553410,2133553410,andremillet@gmail.com,-22.8209222,-43.4091482,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2269384,3.95E+11,MS HOSPITAL DO ANDARAI,HOSPITAL FEDERAL DO ANDARAI,RUA LEOPOLDO,280,,ANDARAI,20541170,(21) 25757000,,,-22.9274021,-43.2516233,,1,FEDERAL,4,UNIDADE SEM ATIVIDADE DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),5,HOSPITAL GERAL
2273500,3.39E+13,ASSOCIACAO BENEFIC INSTITUTO BRASILEIRO DE REEDUCACAO MOTORA,IBRM,RUA ERNESTO DE SOUZA,143,,ANDARAI,20510360,2268-7814,2268-7814,faturamento.ibrm@yahoo.com.br,-22.9297049,-43.2510987,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,11,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,36,CLINICA/CENTRO DE ESPECIALIDADE
3206351,3.41E+12,IPEV ANATOMIA PATOLOGICA E CITOPATOLOGIA LTDA,IPEV ANATOMIA PATOLOGICA E CITOPATOLOGIA,RUA GASTAO PENALVA,131,,ANDARAI,20540220,(21)22784755,(22)22081411,gaxltda@veloxmail.com.br,-22.9266773,-43.2528409,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7089333,1.45E+13,J & J CENTRO MEDICO LTDA ME,LIVE CENTER,RUA URUGUAI,268,LOJA,ANDARAI,20510060,2122881191,,ruslopes@hotmail.com,-22.9287626,-43.2435451,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6722261,2.95E+13,PRONTOLAB LABORATORIO DE ANALISES CLINICAS LTDA,PRONTOLAB,RUA SILVA TELES,52,,ANDARAI,20541110,21 25706336 R 1104,21 25700075,FCMFERREIRA@OI.COM.BR,-22.9236095,-43.2424965,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3067556,3.34E+13,TIJUCA SERVICO DE ASSISTENCIA MEDICO CIRURGICA INFANTIL LTDA,SAMCI HOSPITAL INFANTIL,RUA SILVA TELES,52,,ANDARAI,20541110,(21)25706336,(21)25706336,superintendencia@samci.com.br,-22.9236095,-43.2424965,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
7207972,3.03E+13,SAVIOR MEDICAL SERVICE LTDA,SAVIOR MEDICAL SERVICE,RUA BARAO DE ITAIPU,310,,ANDARAI,20541120,2131713000,,comercial@savior.com.br,-22.9236378,-43.2478163,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,42,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA
6701027,7.77E+12,SGA ASSISTENCIA MEDICA LTDA,SGA ASSISTENCIA MEDICA,RUA MAXWELL,184,COMPLEMENTO 186,ANDARAI,20541100,(21) 25720579,,,-22.9193622,-43.2421459,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2295040,2.95E+13,CDR ANIL - CLINICA DE NEFROLOGIA,CDR ANIL - CLINICA DE NEFROLOGIA,ESTRADA DE JACAREPAGUA,7094,,ANIL,22753211,(21) 2456.1727,021 - 2456-1727,anil.adm@nefromail.com.br,-22.9465145,-43.3397604,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5705924,9.23E+12,CLINICA ODONTOLOGICA PENIEL LTDA,CLINICA ODONTOLOGICA PENIEL ANIL,AVENIDA TENENTE CORONEL MUNIZ DE ARAGAO,894,LOJA 102,ANIL,22765005,21 24260561,21 24260561,clinicaodontologicapeniel@hotm,-22.9530631,-43.3451317,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5413001,3.24E+12,EMPRESA DE SERVICOS SOLIHA LTDA,PRO-MED SAO JUDAS TADEU,ESTRADA DE JACAREPAGUA,4833,,ANIL,22753843,24366128,34153483,promedsjt@yahoo.com.br,-22.9540521,-43.3377296,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3017087,3.41E+13,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA,POLICLINICA RONALDO GAZOLLA,RUA DO RIACHUELO,43,1 ANDAR,ARCOS DA LAPA,20230010,(21)32316024,(21)32316032,policlinicarg@estacio.br,-22.9137891,-43.1810445,,4,PRIVADA,2,UNIDADE ESCOLA SUPERIOR ISOLADA,11,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,4,POLICLINICA
3382729,6.15E+13,DIAGNOSTICOS DA AMERICA SA,LAMINA LAB ANALIS CLIN ARPOADOR,RUA FRANCISCO OTAVIANO,96,,ARPOADOR,22080040,(21)25383939,(21)25383800,www.lamina.com.br,-22.9872689,-43.1925504,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3173933,3.04E+11,RENAL MED ASSITENCIA MEDICA LTDA,RENALMED ASSISTENCIA MEDICA,AV HENRIQUE VALADARES 139 A 141,139,4 ANDAR,BAIRRO DE FATIMA,20231030,(21)38619025,(21)38619025,ivanfreitas@renalmed.com.br,-22.7921027,-43.3231042,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2295369,3.38E+13,ACAO CRISTA VICENTE MORETTI,ACAO CRISTA VICENTE MORETTI,RUA MARAVILHA,308,,BANGU,21810100,(21)3463-8193,(21)33093967,faturamento@acvmrj.org.br,-22.8785343,-43.4575756,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,11,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,5,HOSPITAL GERAL
7367481,,ALEXANDRE CARLOS MAGNO,ALEXANDRE CARLOS MAGNO,RUA SILVA CARDOSO,125,SALA 417,BANGU,21810031,33372672,33372672,alexcmagno@yahoo.com.br,-22.8767734,-43.4635749,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6166792,9.38E+11,AMA ASSISTENCIA MEDICA ALTERNATIVA LTDA,AMA ASSISTENCIA MEDICA ALTERNATIVA,RUA RANGEL PESTANA,165,,BANGU,21820040,33323301,,clinicama@ig.com.br,-22.8817096,-43.4674761,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
5184932,4.38E+11,AMO SERVICOS MEDICOS LTDA,AMO ULTRA SOM,PRACA DA FE,20,,BANGU,21810020,33310636,34628003,amoultrasom@globo.com,-22.8815762,-43.4652022,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6682669,1.29E+13,ART ORTODONTIA CONSULTORIO LTDA,ART ORTODONTIA,AV MINISTRO ARY FRANCO,109,SALA 410,BANGU,21862005,21 3331-0515,,rosane.diegas@ibest.com.br,-22.874029,-43.4649426,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6547885,9.40E+12,ASM SAUDE VISUAL BANGU LTDA,ASM SAUDE VISUAL,RUA FRANCISCO REAL,1950,SALA 111,BANGU,21810042,021-24015451,,alexandre_cabral@globo.com,-22.8795896,-43.4642006,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7291213,1.26E+13,BANGU MED CONSULTORIOS MEDICOS LTDA,BANGU MED CONSULTORIOS MEDICOS,RUA JACINTO ALCIDES,430,,BANGU,21810062,26211566,,,-22.8794087,-43.4611336,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6217303,7.07E+12,MERY DE M MORENA SERVICOS MEDICOS,BIO RITMO MEDICINA PREVENTIVA,R PROFESSOR CLEMENTE FERREIRA,1774,SALA 304,BANGU,21810971,2124018005,33313583,,-22.8777713,-43.4629032,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5034515,6.15E+13,DIAGNOSTICOS DA AMERICA S.A.,BRONSTEIN - BANGU,AV CONEGO DE VASCONCELOS,523,LOJA A,BANGU,21810011,2227-8080,,cnesrj@yahoo.com.br,-22.8796363,-43.4648777,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3383032,4.30E+12,ATLANTICA SERVICOS MEDICOS LTDA,BRONSTEIN MED DIAG - BANGU,AV CONEGO DE VASCONCELOS,523,LOJA A,BANGU,21810012,(21)22278080,(21)25532852,,-22.881961,-43.4646954,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6565395,1.05E+13,CARDIO-LIFE - DIAGNOSTICOS LTDA,CARDIO-LIFE,R SILVA CARDOSO,198,SALA 408,BANGU,21810032,21 2267-4165,,cardiolifediagnosticos@gmail.com,-22.8766006,-43.4637303,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6697585,,CASS MED CONSULTORIOS ASSOCIADOS S/C LTDA,CASS MED- BANGU,RUA DOZE DE FEVEREIRO,159,CASA 2,BANGU,21810051,021 24016193,021 33370954,vandrea.jorcia@uol.com.br,-22.8767692,-43.4622757,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7222637,2.74E+11,CDPI CLINICA DE DIAGNOTICOS POR IMAGEM LTDA,CDPI CLINICA DE DIAGNOTICOS POR IMAGEM - BANGU,RUA FONSECA,240,,BANGU,21820005,(21)2432-9155,,,-22.8778685,-43.4656213,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6616658,1.49E+12,CENTRO MEDICO E DE DIAGNOSTICO ARY FRANCO,CEMEBAN,AV MINISTRO ARY FRANCO,740,,BANGU,21862005,21 24015223,21 24015223,adrianalandim@cemeban.com.br,-22.8683835,-43.4650136,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,2,CENTRO DE SAUDE/UNIDADE BASICA
6115179,7.94E+11,CENTRO MEDICO SAO SILVESTRE LTDA.,CEMESS BANGU,RUA FRANCISCO REAL,1.085,SALA 207 E 208,BANGU,21810041,(21) 3332-5357,(21) 3332-3510,afaturamento@hotmail.com,-22.8775001,-43.4468865,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6933610,3.05E+13,CENTRO DE DIAGNOSTICOS DO RIO DE JANEIRO,CENTRO DE DIAGNOSTICOS,RUA FRANCISCO REAL,1668,,BANGU,21810041,33311442,,medreal1@hotmail.com,-22.8796088,-43.4618743,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5159717,3.54E+12,CENTRO DE ODONTOLOGIA CELSO PALMEIRA LTDA,CENTRO DE ODONTOLOGIA CELSO PALMEIRA,RUA FRANCISCO REAL,1576,202,BANGU,21810041,33313103,34211973,cto.od.celsopalmeira@terra.com.br,-22.879587,-43.4608723,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3339807,3.14E+13,CENTRO DE RADIOLOGIA E ULTRA-SONOGRAFIA BANGU. EPP.,CENTRO DE RADIOLOGIA E ULTRA-SONOGRAFIA BANGU,RUA SANTA CECILIA,716,,BANGU,21810080,(21) 33312100,(21) 24010238,centrorus@ig.com.br,-22.8810125,-43.4630355,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3146723,3.01E+12,CENTRO DE REABILITACAO PROVIDA LTDA,CENTRO DE REABILITACAO PRO VIDA,RUA SILVA CARDOSO,111,PARTE,BANGU,21810031,(21)33327846,(21)33327846,pro-vida@ig.com.br,-22.8765179,-43.4636931,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6853242,2.89E+13,CENTRO FONOAUDIOLOGICO EDUCACIONAL ARAUJO CID,CENTRO FONOAUDIOLOGICO RDUCACIONAL ARAUJO CID,RUA JACINTO ALCIDES,324,,BANGU,21810062,33318035,24022041,abba@ig.com.br,-22.8783957,-43.4612082,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6832261,2.79E+12,CENTRO MEDICO DR. SANTA ANNA LTDA,CENTRO MEDICO DR. SANTA ANNA BANGU,RUA FRANCISCO REAL,1950,LOJA SSL 101,BANGU,21810011,24019751,34628099,centromedicosantaanna@hotmail.com,-22.8795896,-43.4642006,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3336174,3.13E+13,CENTRO ORTOPEDICO REUMATOLOGICO E FISIATRICO LTDA,CENTRO ORTOPEDICO REUMATOLOGICO E FISIATRICO CORF,RUA CEL TAMARINDO,2508,,BANGU,21840440,(21)33310600,(21)33389369,corf2004@yahoo.com.br,-22.8754478,-43.4803287,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6389627,7.23E+13,CENTRO-LABOR ANALISES CLINICAS LTDA,CENTRO-LABOR ANALISES CLINICAS BANGU,RUA RANGEL PESTANA,165,,BANGU,21820040,(21) 2401-9775,(21) 2401-1806,centro-labor@centro-labor.com.,-22.8817096,-43.4674761,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3131386,7.23E+13,CENTROLABOR ANALISES CLINICAS LTDA,CENTROLABOR ANALISES CLINICAS,RUA DOS ACUDES,973,,BANGU,21820070,(21)33319810,(21)24019775,centro-labor@centro-labor.com.,-22.8844186,-43.4688346,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5659906,5.96E+12,CLINICA ODONTOLOGICA DR. RODRIGO ALBUQUERQUE LTDA,CEO - CENTRO DE ESTETICA ODONTOLOGICA,PRACA DA FE,18,,BANGU,21810020,(021)3291-0018,,rmalbu@terra.com.br,-22.8815749,-43.46516,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7267487,1.52E+13,CEO CENTRO ODONTOLOGICOS LTDA,CEO CENTRO ODONTOLOGICOS,RUA FRANCISCO REAL,1950,LOJA SSL 124,BANGU,21810042,31733173,,JAILSON@GMAIL.COM,-22.8795896,-43.4642006,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6329357,4.54E+12,CIENTIFICALAB PRODUTOS LABORATORIAIS E SISTEMAS LTDA,CIENTIFICALAB PROD LAB E SISTEMAS - UPA BANGU,RUA FIGUEIREDO CAMARGO,S/N,PARTE,BANGU,21870210,,,cientificalab@danet.com.br,-22.8714589,-43.4559042,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5351510,3.58E+13,CLICOR CLINICAS LTDA.,CLICOR - FILIAL BANGU,PRACA DA FE,20,,BANGU,21810020,21 3331-2841,21 3331-2841,admin@clicor.com.br,-22.8815762,-43.4652022,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6168159,1.05E+13,CLIMA BANGU ASSISTENCIA TECNICA MEDICA LTDA ME.,CLIMA,RUA DOZE DE FEVEREIRO,203,,BANGU,21810051,3333-7621/3331-0237,,contato@climasaude.com.br,-22.8774508,-43.4622665,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5920450,4.87E+12,CLINICA DENTARIA BANGU LTDA,CLINICA BANGU,AVENIDA CONEGO DE VASCONCELOS,168,SALA 201,BANGU,20020010,2124026907,,,-22.877036,-43.4649756,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5966310,5.06E+12,CLINICA DR. MARCO FLORES TRAUMATO-ORTOPEDIA LTDA.,CLINICA DE ORTOPEDIA E FISIOTERAPIA DR. MARCO FLORES,RUA FRANCISCO REAL,1950,SALAS SS 120 E 121,BANGU,21810041,34626516,34626516,drflores21@hotmail.com,-22.8795896,-43.4642006,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6054757,9.66E+12,NEUROFISIOLOGIA E DISTURBIO DO SONO LTDA,CLINICA DO SONO,RUA SILVA CARDOSO,125,SALA 218,BANGU,21810031,33325838,,gbaeta@oi.com.br,-22.8767734,-43.4635749,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3347028,3.13E+13,CLINICA ORTOPEDICA BANGU,CLINICA ORTOPEDICA BANGU,RUA SILVA CARDOSO,111,,BANGU,21810031,33337647,,cobangu@ig. com.br,-22.8765179,-43.4636931,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7168349,1.56E+13,CLINICA SINTE-SISTEMA INTEGRADO DE FISIOTERAPIA LTDA ME,CLINICA SINTE,RUA FONSECA,240,SALA 216 G,BANGU,21820005,21-24016388,,sinte.fisioterapia@gmail.com,-22.8778685,-43.4656213,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6519067,7.55E+12,GANDRA SERVICO DE SAUDE LTDA-ME,CLINICA SOUTH AMERICA,RUA SUL AMERICA,1643,,BANGU,21870101,34638729,24011745,CONTATO@CLINICASOUTHAMERICA.COM.BR,-22.8734821,-43.4649097,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
5495741,8.85E+12,CLINIQUE MEDICINA CLINICA LTDA,CLINIQUE MEDICINA CLINICA,RUA PROFESSOR CLEMENTE FERREIRA,1774,SALA 502,BANGU,21810971,24019548,,jlmedunirio@yahoo.com.br,-22.8777713,-43.4629032,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7183917,1.47E+13,MVA RIO SERVICOS MEDICOS,COG - CENTRO ORTOPEDICO,RUA FRANCISCO REAL,1004,LOJA A,BANGU,21810042,,,autorizacaocog@gmail.com,-22.8793825,-43.4549627,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6249345,2.89E+12,CONSULCLIN CENTER,CONSULCLIN,RUA FRANCISCO REAL,1950,SSL 108,BANGU,21810042,33316266,,,-22.8795896,-43.4642006,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5398762,3.14E+12,DIEGAS E SILVA CONSULTORIO ODONTOLOGICO LTDA ME,DENTE & CIA,AVENIDA MINISTRO ARY FRANCO,109,SALA 410,BANGU,21862005,3331-0515,3331-0515,,-22.874029,-43.4649426,,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
